date,open,high,low,close,volume,foreign_investor_net,investment_trust_net,dealer_net,stock_id,country,revenue,revenue_month,revenue_year,daily_revenue,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,MarginPurchaseBalanceChange,ShortSaleBalanceChange
2025-08-28,436.0,437.5,434.0,435.0,1768207,-278021,-101418,49103,3034,Taiwan,8174953000,8,2025,389283476.1904762,47,5,152127,50,2629,2637, ,0,0,0,152127,11,21,10,-8.0,11.0
2025-08-29,436.0,437.0,433.0,435.0,1597219,-454455,120511,15122,3034,Taiwan,8174953000,8,2025,389283476.1904762,76,1,152127,30,2674,2629, ,0,10,0,152127,10,21,21,45.0,0.0
2025-09-01,435.0,436.5,427.0,428.0,1049283,-222109,10653,-10254,3034,Taiwan,8278299000,9,2025,394204714.28571427,35,0,152127,34,2675,2674, ,0,10,0,152127,3,14,21,1.0,-7.0
2025-09-02,429.0,432.0,429.0,432.0,619607,134670,-6957,4397,3034,Taiwan,8278299000,9,2025,394204714.28571427,5,0,152127,21,2659,2675, ,0,0,0,152127,3,17,14,-16.0,3.0
2025-09-03,435.5,435.5,433.0,433.0,934133,161864,-60935,-916,3034,Taiwan,8278299000,9,2025,394204714.28571427,7,0,152127,13,2653,2659, ,0,0,0,152127,0,17,17,-6.0,0.0
2025-09-04,435.5,439.5,433.5,438.0,1610655,263376,45908,73210,3034,Taiwan,8278299000,9,2025,394204714.28571427,40,0,152127,95,2598,2653, ,0,0,0,152127,14,31,17,-55.0,14.0
2025-09-05,441.5,441.5,437.0,438.5,1128277,-285085,-75334,42654,3034,Taiwan,8278299000,9,2025,394204714.28571427,67,0,152127,42,2623,2598, ,0,0,0,152127,6,37,31,25.0,6.0
2025-09-08,438.5,445.0,434.5,437.0,2492144,-253113,102480,3204,3034,Taiwan,8278299000,9,2025,394204714.28571427,63,1,152127,39,2646,2623, ,0,10,0,152127,1,28,37,23.0,-9.0
2025-09-09,438.0,438.0,431.0,432.0,2583203,105052,-187962,-53825,3034,Taiwan,8278299000,9,2025,394204714.28571427,88,0,152127,24,2710,2646, ,0,2,0,152127,3,29,28,64.0,1.0
2025-09-10,432.0,432.5,424.5,424.5,3038297,-724085,-506204,-138346,3034,Taiwan,8278299000,9,2025,394204714.28571427,173,2,152127,57,2824,2710, ,0,0,0,152127,4,33,29,114.0,4.0
2025-09-11,425.5,427.0,416.5,416.5,2999995,-537232,-540426,-59955,3034,Taiwan,8278299000,9,2025,394204714.28571427,120,0,152127,41,2903,2824, ,1,6,0,152127,2,29,33,79.0,-4.0
2025-09-12,419.0,422.5,416.5,417.0,2154579,388993,-623928,-118586,3034,Taiwan,8278299000,9,2025,394204714.28571427,51,64,152127,30,2860,2903, ,0,4,0,152127,1,26,29,-43.0,-3.0
2025-09-15,423.0,430.5,421.0,421.5,2550226,715669,-879980,-91742,3034,Taiwan,8278299000,9,2025,394204714.28571427,147,2,152127,53,2952,2860, ,1,2,0,152127,1,25,26,92.0,-1.0
2025-09-16,422.0,425.0,419.5,422.0,1761911,626922,-905785,-39413,3034,Taiwan,8278299000,9,2025,394204714.28571427,50,69,152127,107,2826,2952, ,0,0,0,152127,2,27,25,-126.0,2.0
2025-09-17,423.0,427.0,422.0,424.0,1803209,302039,-703123,57582,3034,Taiwan,8278299000,9,2025,394204714.28571427,67,30,152127,45,2818,2826, ,0,2,0,152127,2,27,27,-8.0,0.0
2025-09-18,426.0,444.0,426.0,438.5,5587751,-69122,-244296,25000,3034,Taiwan,8278299000,9,2025,394204714.28571427,441,4,152127,233,3022,2818, ,0,10,0,152127,2,19,27,204.0,-8.0
2025-09-19,468.0,477.5,447.5,448.5,9126152,-1420772,-233723,312340,3034,Taiwan,8278299000,9,2025,394204714.28571427,811,0,152127,237,3596,3022, ,1,5,0,152127,1,15,19,574.0,-4.0
2025-09-22,450.0,450.0,436.5,436.5,3351809,-117958,-410781,101694,3034,Taiwan,8278299000,9,2025,394204714.28571427,339,0,152127,416,3519,3596, ,0,2,0,152127,1,14,15,-77.0,-1.0
2025-09-23,438.5,451.5,436.0,443.0,6717088,-1097545,-590059,-114067,3034,Taiwan,8278299000,9,2025,394204714.28571427,447,74,152127,253,3639,3519, ,5,2,0,152127,6,18,14,120.0,4.0
2025-09-24,443.5,447.5,441.5,441.5,3588296,-903570,-711533,-27259,3034,Taiwan,8278299000,9,2025,394204714.28571427,214,0,152127,158,3695,3639, ,1,2,0,152127,8,24,18,56.0,6.0
2025-09-25,437.5,445.0,437.5,440.5,3328494,-485042,-566282,-46189,3034,Taiwan,8278299000,9,2025,394204714.28571427,168,0,152127,197,3666,3695, ,1,2,0,152127,0,22,24,-29.0,-2.0
2025-09-26,440.0,442.0,433.0,434.5,2452351,-326670,-171975,22478,3034,Taiwan,8278299000,9,2025,394204714.28571427,70,10,152127,174,3552,3666, ,0,3,0,152127,2,21,22,-114.0,-1.0
2025-09-30,437.5,438.5,424.5,426.5,5026028,-222402,-901753,-54298,3034,Taiwan,8278299000,9,2025,394204714.28571427,172,1,152127,310,3413,3552, ,2,2,0,152127,5,24,21,-139.0,3.0
2025-10-01,428.5,429.0,416.0,416.0,5298642,99004,-2418307,-13378,3034,Taiwan,7878870000,10,2025,393943500.0,193,3,152127,270,3333,3413, ,0,8,0,152127,7,23,24,-80.0,-1.0
2025-10-02,420.0,423.0,418.0,418.0,1922384,-141138,-345872,9092,3034,Taiwan,7878870000,10,2025,393943500.0,43,3,152127,85,3288,3333, ,0,1,0,152127,7,29,23,-45.0,6.0
2025-10-03,420.0,421.5,417.5,418.5,1969843,-924997,-57026,-5893,3034,Taiwan,7878870000,10,2025,393943500.0,81,4,152127,31,3334,3288, ,0,0,0,152127,4,33,29,46.0,4.0
2025-10-07,419.0,426.0,418.0,425.0,1713126,504282,-144778,84086,3034,Taiwan,7878870000,10,2025,393943500.0,32,1,152127,98,3267,3334, ,0,0,0,152127,2,35,33,-67.0,2.0
2025-10-08,426.0,428.0,423.5,425.0,1197156,-4894,-133734,18268,3034,Taiwan,7878870000,10,2025,393943500.0,54,47,152127,66,3208,3267, ,0,7,0,152127,2,30,35,-59.0,-5.0
2025-10-09,427.0,429.5,423.0,424.0,1669917,-137064,-93916,14930,3034,Taiwan,7878870000,10,2025,393943500.0,51,18,152127,35,3206,3208, ,0,3,0,152127,0,27,30,-2.0,-3.0
2025-10-13,420.0,421.0,410.0,414.0,3470232,-896036,-79813,30934,3034,Taiwan,7878870000,10,2025,393943500.0,76,1,152127,65,3216,3206, ,0,6,0,152127,12,33,27,10.0,6.0
2025-10-14,418.0,421.5,407.5,407.5,3458011,-611177,-110566,141268,3034,Taiwan,7878870000,10,2025,393943500.0,123,1,152127,98,3240,3216, ,0,1,0,152127,12,44,33,24.0,11.0
2025-10-15,408.0,410.5,403.0,406.5,1607867,-290295,-49619,112502,3034,Taiwan,7878870000,10,2025,393943500.0,69,1,152127,49,3259,3240, ,0,4,0,152127,6,46,44,19.0,2.0
2025-10-16,407.0,411.0,407.0,410.5,1406067,153885,-61122,-26498,3034,Taiwan,7878870000,10,2025,393943500.0,15,0,152127,29,3245,3259, ,0,0,0,152127,1,47,46,-14.0,1.0
2025-10-17,412.0,414.5,405.0,405.5,2288947,-169036,-225282,-70126,3034,Taiwan,7878870000,10,2025,393943500.0,103,1,152127,23,3324,3245, ,0,10,0,152127,14,51,47,79.0,4.0
2025-10-20,413.0,420.0,412.5,414.0,2723782,-177205,-109768,30525,3034,Taiwan,7878870000,10,2025,393943500.0,139,0,152127,95,3368,3324, ,0,2,0,152127,15,64,51,44.0,13.0
2025-10-21,417.0,421.0,417.0,417.0,2219272,285611,-285306,14236,3034,Taiwan,7878870000,10,2025,393943500.0,62,0,152127,59,3371,3368, ,2,1,0,152127,5,68,64,3.0,4.0
2025-10-22,418.0,421.0,414.0,420.5,1558757,-83071,60453,157970,3034,Taiwan,7878870000,10,2025,393943500.0,28,0,152127,45,3354,3371, ,3,14,0,152127,0,54,68,-17.0,-14.0
2025-10-23,419.5,421.0,415.5,415.5,1492744,-519702,73173,89190,3034,Taiwan,7878870000,10,2025,393943500.0,39,11,152127,24,3358,3354, ,0,1,0,152127,1,54,54,4.0,0.0
2025-10-27,419.5,419.5,410.0,414.0,2367002,-502724,120240,-49520,3034,Taiwan,7878870000,10,2025,393943500.0,98,0,152127,58,3398,3358, ,0,4,0,152127,5,55,54,40.0,1.0
2025-10-28,416.0,416.0,406.0,406.0,2277884,-976376,-193543,63377,3034,Taiwan,7878870000,10,2025,393943500.0,98,0,152127,42,3454,3398, ,0,2,0,152127,2,55,55,56.0,0.0
2025-10-29,406.5,410.0,403.0,403.0,2872117,-703794,-305962,-133142,3034,Taiwan,7878870000,10,2025,393943500.0,121,2,152127,34,3539,3454, ,0,4,0,152127,3,54,55,85.0,-1.0
2025-10-30,403.0,405.0,398.0,401.5,2516463,-326581,-142774,-49787,3034,Taiwan,7878870000,10,2025,393943500.0,79,1,152127,56,3561,3539, ,0,2,0,152127,4,56,54,22.0,2.0
2025-10-31,402.5,402.5,391.0,393.0,4582138,-780062,-523987,53754,3034,Taiwan,7878870000,10,2025,393943500.0,108,6,152127,56,3607,3561, ,0,5,0,152127,10,61,56,46.0,5.0
2025-11-03,392.0,397.0,390.0,394.0,2915035,-59196,-75258,-22229,3034,Taiwan,7618617000,11,2025,380930850.0,25,4,152127,28,3600,3607, ,0,33,0,152127,20,48,61,-7.0,-13.0
2025-11-04,400.0,402.0,392.0,396.0,3291201,-48188,-40998,-83959,3034,Taiwan,7618617000,11,2025,380930850.0,42,5,152127,36,3601,3600, ,1,3,0,152127,63,108,48,1.0,60.0
2025-11-05,386.0,393.5,381.5,393.5,3993698,-539083,28529,48815,3034,Taiwan,7618617000,11,2025,380930850.0,59,1,152127,26,3633,3601, ,10,62,4,152127,12,54,108,32.0,-54.0
2025-11-06,395.0,395.5,385.0,386.0,3307560,-382216,-269568,-312134,3034,Taiwan,7618617000,11,2025,380930850.0,140,2,152127,18,3753,3633, ,0,1,0,152127,57,110,54,120.0,56.0
2025-11-07,378.0,383.0,368.0,380.5,5944851,-423627,-318477,464734,3034,Taiwan,7618617000,11,2025,380930850.0,73,3,152127,120,3703,3753, ,2,57,0,152127,12,65,110,-50.0,-45.0
2025-11-10,384.0,388.0,378.0,383.5,2924475,-188970,-158645,34425,3034,Taiwan,7618617000,11,2025,380930850.0,71,2,152127,30,3742,3703, ,0,4,0,152127,9,70,65,39.0,5.0
2025-11-11,386.0,391.0,384.5,389.5,2667837,195484,-27226,-36674,3034,Taiwan,7618617000,11,2025,380930850.0,20,2,152127,71,3689,3742, ,0,7,0,152127,5,68,70,-53.0,-2.0
2025-11-12,389.5,391.0,386.0,390.5,2383210,59404,-28981,-168809,3034,Taiwan,7618617000,11,2025,380930850.0,20,0,152127,25,3684,3689, ,0,2,0,152127,6,72,68,-5.0,4.0
2025-11-13,391.5,393.5,386.0,392.0,2183837,71628,-95924,77047,3034,Taiwan,7618617000,11,2025,380930850.0,33,3,152127,27,3687,3684, ,0,20,0,152127,7,59,72,3.0,-13.0
2025-11-14,389.0,393.5,387.0,390.0,2841416,-452477,42038,220729,3034,Taiwan,7618617000,11,2025,380930850.0,46,2,152127,67,3664,3687, ,0,2,0,152127,8,65,59,-23.0,6.0
2025-11-17,393.5,395.0,389.0,393.5,2120532,471464,-166877,107828,3034,Taiwan,7618617000,11,2025,380930850.0,50,0,152127,69,3645,3664, ,0,3,1,152127,1,62,65,-19.0,-3.0
2025-11-18,388.5,394.0,385.5,392.0,3351640,-65174,208071,186594,3034,Taiwan,7618617000,11,2025,380930850.0,8,0,152127,81,3572,3645, ,0,2,0,152127,6,66,62,-73.0,4.0
2025-11-19,392.0,393.5,386.0,392.0,2766150,-85954,84868,150703,3034,Taiwan,7618617000,11,2025,380930850.0,18,0,152127,33,3557,3572, ,0,5,0,152127,4,65,66,-15.0,-1.0
2025-11-20,395.5,395.5,388.0,393.0,2206061,-150036,241856,23406,3034,Taiwan,7618617000,11,2025,380930850.0,37,2,152127,39,3553,3557, ,0,4,0,152127,15,76,65,-4.0,11.0
2025-11-21,387.5,394.0,385.5,389.0,2682843,-305067,237606,268497,3034,Taiwan,7618617000,11,2025,380930850.0,15,3,152127,40,3525,3553, ,0,21,10,152127,4,49,76,-28.0,-27.0
2025-11-24,392.0,394.0,384.0,389.5,4666048,279258,-20034,64278,3034,Taiwan,7618617000,11,2025,380930850.0,17,1,152127,20,3521,3525, ,0,7,0,152127,0,42,49,-4.0,-7.0
2025-11-25,388.0,394.0,386.0,393.0,2618062,397110,27647,24508,3034,Taiwan,7618617000,11,2025,380930850.0,54,7,152127,19,3549,3521, ,0,1,0,152127,4,45,42,28.0,3.0
2025-11-26,393.0,399.5,392.5,396.0,2590067,219251,-227740,-577,3034,Taiwan,7618617000,11,2025,380930850.0,103,1,152127,20,3631,3549, ,0,3,0,152127,3,45,45,82.0,0.0
2025-11-27,393.5,395.5,389.5,393.5,2962472,22256,-340595,-23175,3034,Taiwan,7618617000,11,2025,380930850.0,65,0,152127,20,3676,3631, ,0,1,0,152127,0,44,45,45.0,-1.0
2025-11-28,393.5,395.0,389.5,389.5,2229988,-189932,-73938,43546,3034,Taiwan,7618617000,11,2025,380930850.0,45,1,152127,30,3690,3676, ,0,1,0,152127,4,47,44,14.0,3.0
2025-12-01,388.5,393.5,388.0,392.5,2015739,-550579,546000,46900,3034,Taiwan,7319722000,12,2025,332714636.3636364,25,2,152127,40,3673,3690, ,0,1,0,152127,1,47,47,-17.0,0.0
2025-12-02,392.5,400.0,391.0,398.0,2103399,-93572,535466,19425,3034,Taiwan,7319722000,12,2025,332714636.3636364,89,0,152127,88,3674,3673, ,0,0,0,152127,92,139,47,1.0,92.0
2025-12-03,398.0,398.0,390.0,390.0,2161980,-1121581,-42938,73496,3034,Taiwan,7319722000,12,2025,332714636.3636364,119,4,152127,54,3735,3674, ,0,5,0,152127,0,134,139,61.0,-5.0
2025-12-04,390.0,392.0,384.5,384.5,1999928,-449102,-344969,-11756,3034,Taiwan,7319722000,12,2025,332714636.3636364,77,6,152127,57,3749,3735, ,0,3,0,152127,4,135,134,14.0,1.0
2025-12-05,386.5,389.0,383.5,387.0,1613694,-209133,-42938,12665,3034,Taiwan,7319722000,12,2025,332714636.3636364,13,2,152127,28,3732,3749, ,0,1,0,152127,1,135,135,-17.0,0.0
2025-12-08,386.0,386.0,382.0,385.0,1634784,127743,-189297,3872,3034,Taiwan,7319722000,12,2025,332714636.3636364,19,3,152127,61,3687,3732, ,0,3,0,152127,4,136,135,-45.0,1.0
2025-12-09,384.0,386.0,378.5,379.5,2219240,-263083,-275264,-11896,3034,Taiwan,7319722000,12,2025,332714636.3636364,72,10,152127,29,3720,3687, ,0,1,0,152127,21,156,136,33.0,20.0
2025-12-10,379.0,383.5,374.5,382.5,1891338,51347,-18153,-8746,3034,Taiwan,7319722000,12,2025,332714636.3636364,35,10,152127,41,3704,3720, ,2,5,0,152127,4,155,156,-16.0,-1.0
2025-12-11,384.0,384.5,373.5,377.5,2625916,-877525,2624,15756,3034,Taiwan,7319722000,12,2025,332714636.3636364,67,20,152127,24,3727,3704, ,0,4,0,152127,27,178,155,23.0,23.0
2025-12-12,379.5,379.5,371.5,373.0,2057020,-515661,-176928,-44587,3034,Taiwan,7319722000,12,2025,332714636.3636364,58,0,152127,10,3775,3727, ,2,2,0,152127,1,177,178,48.0,-1.0
2025-12-15,369.0,373.0,367.5,371.0,1695704,118884,-216282,79621,3034,Taiwan,7319722000,12,2025,332714636.3636364,15,1,152127,19,3770,3775, ,0,0,0,152127,1,178,177,-5.0,1.0
2025-12-16,368.5,379.0,367.0,374.5,2714354,-124079,-42380,159236,3034,Taiwan,7319722000,12,2025,332714636.3636364,18,0,152127,51,3737,3770, ,0,32,0,152127,1,147,178,-33.0,-31.0
2025-12-17,375.0,382.5,374.5,377.0,3138947,719803,-679969,-10339,3034,Taiwan,7319722000,12,2025,332714636.3636364,109,1,152127,57,3788,3737, ,0,4,0,152127,3,146,147,51.0,-1.0
2025-12-18,377.0,380.5,376.5,377.5,1843242,241087,-323000,81422,3034,Taiwan,7319722000,12,2025,332714636.3636364,22,3,152127,21,3786,3788, ,0,98,0,152127,1,49,146,-2.0,-97.0
2025-12-19,378.5,380.0,373.0,376.0,2037551,180414,-456526,10416,3034,Taiwan,7319722000,12,2025,332714636.3636364,35,2,152127,25,3794,3786, ,0,3,0,152127,7,53,49,8.0,4.0
2025-12-22,376.5,378.5,374.5,377.0,1806728,583653,-493940,10426,3034,Taiwan,7319722000,12,2025,332714636.3636364,35,4,152127,12,3813,3794, ,0,7,0,152127,4,50,53,19.0,-3.0
2025-12-23,379.0,379.0,373.0,374.5,1337997,321594,-453970,33158,3034,Taiwan,7319722000,12,2025,332714636.3636364,37,3,152127,40,3807,3813, ,0,0,0,152127,2,52,50,-6.0,2.0
2025-12-24,373.5,382.0,373.5,377.0,1468631,590795,-385911,35369,3034,Taiwan,7319722000,12,2025,332714636.3636364,27,10,152127,32,3792,3807, ,1,1,0,152127,2,53,52,-15.0,1.0
2025-12-26,379.5,379.5,372.0,373.5,1334862,137710,-553971,-3345,3034,Taiwan,7319722000,12,2025,332714636.3636364,46,7,152127,11,3820,3792, ,0,7,0,152127,1,47,53,28.0,-6.0
2025-12-29,374.0,379.5,372.0,376.5,2011837,918585,-704052,22448,3034,Taiwan,7319722000,12,2025,332714636.3636364,16,20,152127,38,3778,3820, ,0,0,0,152127,0,47,47,-42.0,0.0
2025-12-30,377.0,380.5,373.0,374.5,3157294,1601905,-1979000,26087,3034,Taiwan,7319722000,12,2025,332714636.3636364,51,3,152127,23,3803,3778, ,0,0,0,152127,37,84,47,25.0,37.0
2025-12-31,378.0,384.0,374.0,374.0,6405405,2925742,-3740014,83911,3034,Taiwan,7319722000,12,2025,332714636.3636364,124,4,152127,30,3893,3803, ,0,51,0,152127,0,33,84,90.0,-51.0
